pID,age,group_size,group,has_travelled,has_preexisting_condition,number_of_flags,seat,offset_order,offset_x,offset_y,offset_method
714be1e2-71c6-4bf6-b546-ab05a1af2ea2,44,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",True,False,1,83B,5,0,0,cardinal_only
445140c8-a2c7-47f1-a44c-da7c2cc73001,41,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",False,True,1,83C,2,1,1,full_block
ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf,39,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",False,False,0,81A,5,0,0,cardinal_only
750a1e4d-12f1-4176-b188-542fecce6096,35,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",False,True,1,82A,2,1,1,full_block
1f65a46c-4d41-45f3-ab98-ac1b52929379,27,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",True,True,2,83A,2,1,1,full_block
afb2765a-48ba-446f-9f23-a89d2e84ef9d,27,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",True,False,1,82B,5,0,0,cardinal_only
02df9b71-8622-479c-9136-91348bc5e4c7,24,7,"[UUID('1f65a46c-4d41-45f3-ab98-ac1b52929379'), UUID('714be1e2-71c6-4bf6-b546-ab05a1af2ea2'), UUID('afb2765a-48ba-446f-9f23-a89d2e84ef9d'), UUID('ca5cc5bb-81c7-4c15-9a4b-d0eb0cf3ddcf'), UUID('445140c8-a2c7-47f1-a44c-da7c2cc73001'), UUID('02df9b71-8622-479c-9136-91348bc5e4c7'), UUID('750a1e4d-12f1-4176-b188-542fecce6096')]",True,False,1,82C,5,0,0,cardinal_only
3704b0e3-9792-4932-8a9a-1df232488b33,38,5,"[UUID('99484048-7545-4bc4-a028-c752dd1ae729'), UUID('04f85354-0a6d-4aae-a773-c5ac8fbcf6c3'), UUID('765d52eb-bce7-45d4-9440-83ae0959b431'), UUID('3704b0e3-9792-4932-8a9a-1df232488b33'), UUID('b04ca0ec-1442-4ae7-883b-4900106b373e')]",False,False,0,79B,5,0,0,cardinal_only
765d52eb-bce7-45d4-9440-83ae0959b431,37,5,"[UUID('99484048-7545-4bc4-a028-c752dd1ae729'), UUID('04f85354-0a6d-4aae-a773-c5ac8fbcf6c3'), UUID('765d52eb-bce7-45d4-9440-83ae0959b431'), UUID('3704b0e3-9792-4932-8a9a-1df232488b33'), UUID('b04ca0ec-1442-4ae7-883b-4900106b373e')]",True,False,1,81C,5,0,0,cardinal_only
99484048-7545-4bc4-a028-c752dd1ae729,30,5,"[UUID('99484048-7545-4bc4-a028-c752dd1ae729'), UUID('04f85354-0a6d-4aae-a773-c5ac8fbcf6c3'), UUID('765d52eb-bce7-45d4-9440-83ae0959b431'), UUID('3704b0e3-9792-4932-8a9a-1df232488b33'), UUID('b04ca0ec-1442-4ae7-883b-4900106b373e')]",False,True,1,80C,2,1,1,full_block
04f85354-0a6d-4aae-a773-c5ac8fbcf6c3,13,5,"[UUID('99484048-7545-4bc4-a028-c752dd1ae729'), UUID('04f85354-0a6d-4aae-a773-c5ac8fbcf6c3'), UUID('765d52eb-bce7-45d4-9440-83ae0959b431'), UUID('3704b0e3-9792-4932-8a9a-1df232488b33'), UUID('b04ca0ec-1442-4ae7-883b-4900106b373e')]",True,False,1,79A,5,0,0,cardinal_only
b04ca0ec-1442-4ae7-883b-4900106b373e,13,5,"[UUID('99484048-7545-4bc4-a028-c752dd1ae729'), UUID('04f85354-0a6d-4aae-a773-c5ac8fbcf6c3'), UUID('765d52eb-bce7-45d4-9440-83ae0959b431'), UUID('3704b0e3-9792-4932-8a9a-1df232488b33'), UUID('b04ca0ec-1442-4ae7-883b-4900106b373e')]",False,False,0,79C,5,0,0,cardinal_only
eab166a1-b2cb-4d28-8203-1054cf6e2d36,45,4,"[UUID('724fba28-b681-4c06-badf-8de9e6ebe84d'), UUID('eab166a1-b2cb-4d28-8203-1054cf6e2d36'), UUID('ed4d9ec1-85be-4666-a592-a5938d1e6471'), UUID('d179266e-2311-4a74-ad86-b6f7f7385565')]",True,True,2,77A,2,1,1,full_block
bce98c42-ba35-4be1-bf5c-1eb270c1c71c,43,4,"[UUID('0f3023f4-60c6-4718-a564-28c25a686576'), UUID('bce98c42-ba35-4be1-bf5c-1eb270c1c71c'), UUID('d7ba3803-199e-4601-b63a-34d6b115a8a3'), UUID('f01300fc-a89b-4d83-9a37-eddb9023ac13')]",True,False,1,76C,5,0,0,cardinal_only
f61b125f-2143-406b-bd92-58d614662751,43,4,"[UUID('f61b125f-2143-406b-bd92-58d614662751'), UUID('3b7ba620-99c7-47e2-a82c-a0138d039e9d'), UUID('6f2333c8-bd38-47b2-b654-871c70c5f029'), UUID('cb22c712-80d2-4e6c-a200-687edc0eb628')]",False,False,0,74C,5,0,0,cardinal_only
ba11f457-1757-4e2f-a984-b0909eb5fdb5,42,4,"[UUID('ba11f457-1757-4e2f-a984-b0909eb5fdb5'), UUID('9cf78cde-9c15-47ae-a281-0c78fc72439a'), UUID('1003f7dc-1dd2-4427-bb7d-f8673496af62'), UUID('cfacff6b-eaf8-4e83-81f8-cc2ab7c7cfe3')]",False,False,0,71A,5,0,0,cardinal_only
1476e78e-ffe2-4e4f-ba65-d539b4b8801a,40,4,"[UUID('0a978b9c-8785-4cc0-96e0-9c269e3d06dc'), UUID('1476e78e-ffe2-4e4f-ba65-d539b4b8801a'), UUID('e2142b2e-8499-4354-a5aa-910c5cbea87b'), UUID('b74a6806-8379-4250-8216-dc5e184c228a')]",False,False,0,69C,5,0,0,cardinal_only
cd0bb146-e33b-478a-a509-197d838a4664,40,4,"[UUID('5d358130-1d89-456d-92ab-e589af0606bc'), UUID('cd0bb146-e33b-478a-a509-197d838a4664'), UUID('ff9bf973-6d00-4608-89e6-ab2ce80ec268'), UUID('f528c0bc-4d79-49dd-a9d6-878b03b76c76')]",False,True,1,66A,2,1,1,full_block
9cf78cde-9c15-47ae-a281-0c78fc72439a,39,4,"[UUID('ba11f457-1757-4e2f-a984-b0909eb5fdb5'), UUID('9cf78cde-9c15-47ae-a281-0c78fc72439a'), UUID('1003f7dc-1dd2-4427-bb7d-f8673496af62'), UUID('cfacff6b-eaf8-4e83-81f8-cc2ab7c7cfe3')]",False,False,0,71B,5,0,0,cardinal_only
ff9bf973-6d00-4608-89e6-ab2ce80ec268,39,4,"[UUID('5d358130-1d89-456d-92ab-e589af0606bc'), UUID('cd0bb146-e33b-478a-a509-197d838a4664'), UUID('ff9bf973-6d00-4608-89e6-ab2ce80ec268'), UUID('f528c0bc-4d79-49dd-a9d6-878b03b76c76')]",True,True,2,67C,2,1,1,full_block
8f2fef8b-6f7c-4245-9c92-492e2d0103ac,37,4,"[UUID('8f2fef8b-6f7c-4245-9c92-492e2d0103ac'), UUID('d47ef1bc-60ce-439d-9e8e-60f770e4e487'), UUID('5ce2929f-e5ac-412d-b35b-6854e7c4d69e'), UUID('0cef4eae-8c9c-410f-ba3f-39b78cc6af40')]",False,True,1,64B,2,1,1,full_block
0a978b9c-8785-4cc0-96e0-9c269e3d06dc,36,4,"[UUID('0a978b9c-8785-4cc0-96e0-9c269e3d06dc'), UUID('1476e78e-ffe2-4e4f-ba65-d539b4b8801a'), UUID('e2142b2e-8499-4354-a5aa-910c5cbea87b'), UUID('b74a6806-8379-4250-8216-dc5e184c228a')]",False,False,0,68A,5,0,0,cardinal_only
cfacff6b-eaf8-4e83-81f8-cc2ab7c7cfe3,34,4,"[UUID('ba11f457-1757-4e2f-a984-b0909eb5fdb5'), UUID('9cf78cde-9c15-47ae-a281-0c78fc72439a'), UUID('1003f7dc-1dd2-4427-bb7d-f8673496af62'), UUID('cfacff6b-eaf8-4e83-81f8-cc2ab7c7cfe3')]",True,True,2,72C,2,1,1,full_block
d7ba3803-199e-4601-b63a-34d6b115a8a3,33,4,"[UUID('0f3023f4-60c6-4718-a564-28c25a686576'), UUID('bce98c42-ba35-4be1-bf5c-1eb270c1c71c'), UUID('d7ba3803-199e-4601-b63a-34d6b115a8a3'), UUID('f01300fc-a89b-4d83-9a37-eddb9023ac13')]",False,False,0,75A,5,0,0,cardinal_only
f528c0bc-4d79-49dd-a9d6-878b03b76c76,32,4,"[UUID('5d358130-1d89-456d-92ab-e589af0606bc'), UUID('cd0bb146-e33b-478a-a509-197d838a4664'), UUID('ff9bf973-6d00-4608-89e6-ab2ce80ec268'), UUID('f528c0bc-4d79-49dd-a9d6-878b03b76c76')]",True,False,1,66B,5,0,0,cardinal_only
