pID,age,group_size,group,has_travelled,has_preexisting_condition,number_of_flags,seat,offset_order,offset_x,offset_y,offset_method
c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae,41,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",False,False,0,82B,5,0,0,cardinal_only
209fb8bf-b8c5-4320-921e-38acde24ecd0,41,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",False,False,0,82C,5,0,0,cardinal_only
c3f9ac0f-781b-4fa7-b8b1-81151450ea85,36,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",True,False,1,83B,5,0,0,cardinal_only
9a7ae615-78a9-4eae-96a1-979c010cfe60,32,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",False,False,0,81A,5,0,0,cardinal_only
e3346cbb-1bf2-4b42-88f5-23f60c842629,29,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",False,True,1,83C,2,1,1,full_block
79cc0ebf-ba24-488e-8245-58e86a8e5545,24,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",True,True,2,83A,2,1,1,full_block
17d8dc23-ec7a-47c5-ac64-91231aa2aa0b,20,7,"[UUID('9a7ae615-78a9-4eae-96a1-979c010cfe60'), UUID('c3f9ac0f-781b-4fa7-b8b1-81151450ea85'), UUID('79cc0ebf-ba24-488e-8245-58e86a8e5545'), UUID('e3346cbb-1bf2-4b42-88f5-23f60c842629'), UUID('c30c4e3b-b0fe-4b02-a604-c17cbe3e2dae'), UUID('17d8dc23-ec7a-47c5-ac64-91231aa2aa0b'), UUID('209fb8bf-b8c5-4320-921e-38acde24ecd0')]",True,False,1,82A,5,0,0,cardinal_only
7f61936d-f97f-41f4-8a98-0e9f93bed2b9,43,6,"[UUID('b118db10-1dda-4102-8f53-a28ae8c1f721'), UUID('e8589761-9ea0-4886-a147-c8a108a34036'), UUID('7ac57668-1593-48a9-adce-509254817827'), UUID('7f61936d-f97f-41f4-8a98-0e9f93bed2b9'), UUID('cfb99c2a-9678-4a99-8479-7d981fefd332'), UUID('1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea')]",False,False,0,80A,5,0,0,cardinal_only
b118db10-1dda-4102-8f53-a28ae8c1f721,36,6,"[UUID('b118db10-1dda-4102-8f53-a28ae8c1f721'), UUID('e8589761-9ea0-4886-a147-c8a108a34036'), UUID('7ac57668-1593-48a9-adce-509254817827'), UUID('7f61936d-f97f-41f4-8a98-0e9f93bed2b9'), UUID('cfb99c2a-9678-4a99-8479-7d981fefd332'), UUID('1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea')]",False,False,0,80B,5,0,0,cardinal_only
7ac57668-1593-48a9-adce-509254817827,36,6,"[UUID('b118db10-1dda-4102-8f53-a28ae8c1f721'), UUID('e8589761-9ea0-4886-a147-c8a108a34036'), UUID('7ac57668-1593-48a9-adce-509254817827'), UUID('7f61936d-f97f-41f4-8a98-0e9f93bed2b9'), UUID('cfb99c2a-9678-4a99-8479-7d981fefd332'), UUID('1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea')]",True,False,1,81B,5,0,0,cardinal_only
e8589761-9ea0-4886-a147-c8a108a34036,35,6,"[UUID('b118db10-1dda-4102-8f53-a28ae8c1f721'), UUID('e8589761-9ea0-4886-a147-c8a108a34036'), UUID('7ac57668-1593-48a9-adce-509254817827'), UUID('7f61936d-f97f-41f4-8a98-0e9f93bed2b9'), UUID('cfb99c2a-9678-4a99-8479-7d981fefd332'), UUID('1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea')]",False,False,0,80C,5,0,0,cardinal_only
1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea,35,6,"[UUID('b118db10-1dda-4102-8f53-a28ae8c1f721'), UUID('e8589761-9ea0-4886-a147-c8a108a34036'), UUID('7ac57668-1593-48a9-adce-509254817827'), UUID('7f61936d-f97f-41f4-8a98-0e9f93bed2b9'), UUID('cfb99c2a-9678-4a99-8479-7d981fefd332'), UUID('1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea')]",False,False,0,79A,5,0,0,cardinal_only
cfb99c2a-9678-4a99-8479-7d981fefd332,27,6,"[UUID('b118db10-1dda-4102-8f53-a28ae8c1f721'), UUID('e8589761-9ea0-4886-a147-c8a108a34036'), UUID('7ac57668-1593-48a9-adce-509254817827'), UUID('7f61936d-f97f-41f4-8a98-0e9f93bed2b9'), UUID('cfb99c2a-9678-4a99-8479-7d981fefd332'), UUID('1b8c822c-c8a9-4029-b5c6-4fd39e39d7ea')]",True,False,1,81C,5,0,0,cardinal_only
c86ed3f0-4c68-4cbd-bdfa-5f0c2d7a8c25,56,5,"[UUID('69db6430-1039-454d-9b5e-03e08bc39baa'), UUID('b0e3d5e9-4758-4f4a-bde0-fc8adce25eb3'), UUID('2e80df5e-bc53-403f-88a2-00b4ede0313f'), UUID('226c7251-e04f-44be-adf2-15e404a61955'), UUID('c86ed3f0-4c68-4cbd-bdfa-5f0c2d7a8c25')]",False,False,0,79C,5,0,0,cardinal_only
