pID,age,group_size,group,has_travelled,has_preexisting_condition,number_of_flags,seat,offset_order,offset_x,offset_y,offset_method
8d06a38b-06da-4df0-8f06-4351fbd5066b,55,7,"[UUID('a16fca93-8404-4769-a34e-1b5a2fa46c46'), UUID('6f40c5a0-f4de-4797-b2c3-03711887576b'), UUID('4d8da61f-fc6e-47c1-965d-1e91ca37c33f'), UUID('22d8132b-235b-4c03-81b8-5909a700ad88'), UUID('20c1d8ed-6dc1-4d96-99ae-88ee6b1756f4'), UUID('b0bbcea4-7afd-4893-afc9-f955fc2a8922'), UUID('8d06a38b-06da-4df0-8f06-4351fbd5066b')]",True,False,1,83A,5,0,0,cardinal_only
bc71cf1c-d753-43cd-b2e1-c3cb0d71ea6b,41,7,"[UUID('89d16636-a398-44f9-ae13-61594f445546'), UUID('76dcdde2-e410-4732-87d8-7a871e4f32d8'), UUID('1b87131b-7c04-403f-a351-0bb16a0a80dd'), UUID('d665ba70-95b3-4eb2-9f50-a43b1d50cf35'), UUID('0fbb1781-6ed6-440e-aa75-7e76a3d0a553'), UUID('1352649a-ac0b-4869-86d2-8998d04e604d'), UUID('bc71cf1c-d753-43cd-b2e1-c3cb0d71ea6b')]",False,False,0,79C,5,0,0,cardinal_only
1352649a-ac0b-4869-86d2-8998d04e604d,39,7,"[UUID('89d16636-a398-44f9-ae13-61594f445546'), UUID('76dcdde2-e410-4732-87d8-7a871e4f32d8'), UUID('1b87131b-7c04-403f-a351-0bb16a0a80dd'), UUID('d665ba70-95b3-4eb2-9f50-a43b1d50cf35'), UUID('0fbb1781-6ed6-440e-aa75-7e76a3d0a553'), UUID('1352649a-ac0b-4869-86d2-8998d04e604d'), UUID('bc71cf1c-d753-43cd-b2e1-c3cb0d71ea6b')]",False,False,0,78A,5,0,0,cardinal_only
b0bbcea4-7afd-4893-afc9-f955fc2a8922,37,7,"[UUID('a16fca93-8404-4769-a34e-1b5a2fa46c46'), UUID('6f40c5a0-f4de-4797-b2c3-03711887576b'), UUID('4d8da61f-fc6e-47c1-965d-1e91ca37c33f'), UUID('22d8132b-235b-4c03-81b8-5909a700ad88'), UUID('20c1d8ed-6dc1-4d96-99ae-88ee6b1756f4'), UUID('b0bbcea4-7afd-4893-afc9-f955fc2a8922'), UUID('8d06a38b-06da-4df0-8f06-4351fbd5066b')]",True,False,1,83B,5,0,0,cardinal_only
6f40c5a0-f4de-4797-b2c3-03711887576b,36,7,"[UUID('a16fca93-8404-4769-a34e-1b5a2fa46c46'), UUID('6f40c5a0-f4de-4797-b2c3-03711887576b'), UUID('4d8da61f-fc6e-47c1-965d-1e91ca37c33f'), UUID('22d8132b-235b-4c03-81b8-5909a700ad88'), UUID('20c1d8ed-6dc1-4d96-99ae-88ee6b1756f4'), UUID('b0bbcea4-7afd-4893-afc9-f955fc2a8922'), UUID('8d06a38b-06da-4df0-8f06-4351fbd5066b')]",False,True,1,83C,2,1,1,full_block
4d8da61f-fc6e-47c1-965d-1e91ca37c33f,34,7,"[UUID('a16fca93-8404-4769-a34e-1b5a2fa46c46'), UUID('6f40c5a0-f4de-4797-b2c3-03711887576b'), UUID('4d8da61f-fc6e-47c1-965d-1e91ca37c33f'), UUID('22d8132b-235b-4c03-81b8-5909a700ad88'), UUID('20c1d8ed-6dc1-4d96-99ae-88ee6b1756f4'), UUID('b0bbcea4-7afd-4893-afc9-f955fc2a8922'), UUID('8d06a38b-06da-4df0-8f06-4351fbd5066b')]",False,False,0,82C,5,0,0,cardinal_only
89d16636-a398-44f9-ae13-61594f445546,34,7,"[UUID('89d16636-a398-44f9-ae13-61594f445546'), UUID('76dcdde2-e410-4732-87d8-7a871e4f32d8'), UUID('1b87131b-7c04-403f-a351-0bb16a0a80dd'), UUID('d665ba70-95b3-4eb2-9f50-a43b1d50cf35'), UUID('0fbb1781-6ed6-440e-aa75-7e76a3d0a553'), UUID('1352649a-ac0b-4869-86d2-8998d04e604d'), UUID('bc71cf1c-d753-43cd-b2e1-c3cb0d71ea6b')]",True,False,1,81B,5,0,0,cardinal_only
76dcdde2-e410-4732-87d8-7a871e4f32d8,34,7,"[UUID('89d16636-a398-44f9-ae13-61594f445546'), UUID('76dcdde2-e410-4732-87d8-7a871e4f32d8'), UUID('1b87131b-7c04-403f-a351-0bb16a0a80dd'), UUID('d665ba70-95b3-4eb2-9f50-a43b1d50cf35'), UUID('0fbb1781-6ed6-440e-aa75-7e76a3d0a553'), UUID('1352649a-ac0b-4869-86d2-8998d04e604d'), UUID('bc71cf1c-d753-43cd-b2e1-c3cb0d71ea6b')]",False,False,0,78B,5,0,0,cardinal_only
a16fca93-8404-4769-a34e-1b5a2fa46c46,31,7,"[UUID('a16fca93-8404-4769-a34e-1b5a2fa46c46'), UUID('6f40c5a0-f4de-4797-b2c3-03711887576b'), UUID('4d8da61f-fc6e-47c1-965d-1e91ca37c33f'), UUID('22d8132b-235b-4c03-81b8-5909a700ad88'), UUID('20c1d8ed-6dc1-4d96-99ae-88ee6b1756f4'), UUID('b0bbcea4-7afd-4893-afc9-f955fc2a8922'), UUID('8d06a38b-06da-4df0-8f06-4351fbd5066b')]",True,False,1,82A,5,0,0,cardinal_only
22d8132b-235b-4c03-81b8-5909a700ad88,31,7,"[UUID('a16fca93-8404-4769-a34e-1b5a2fa46c46'), UUID('6f40c5a0-f4de-4797-b2c3-03711887576b'), UUID('4d8da61f-fc6e-47c1-965d-1e91ca37c33f'), UUID('22d8132b-235b-4c03-81b8-5909a700ad88'), UUID('20c1d8ed-6dc1-4d96-99ae-88ee6b1756f4'), UUID('b0bbcea4-7afd-4893-afc9-f955fc2a8922'), UUID('8d06a38b-06da-4df0-8f06-4351fbd5066b')]",False,False,0,81A,5,0,0,cardinal_only
